1,LOLI
2,乙女
3,亲子
4,伪娘
5,偶像
6,催泪
7,儿童历险
8,儿童奇幻
9,儿童搞笑
10,儿童教育
11,儿童益智
12,其他
13,冒险
14,剧情
15,动作
16,励志
17,历史
18,原创
19,合家欢
20,同人
21,后宫
22,惊悚
23,周边
24,基腐
25,声控
26,奇幻
27,少儿
28,青春
29,忍者
30,恋爱
31,惊悚
32,战争
33,战斗
34,推理
35,搞笑
36,教育
37,日常
38,时泪
39,智斗
40,机战
41,校园
42,格斗
43,武侠
44,治愈
45,泡面
46,游戏改
47,漫改
48,热血
49,猎奇
50,玄幻
51,百合
52,益智
53,真人
54,社会
55,社团
56,神话
57,科幻
58,穿越
59,竞技
60,经典
61,美少女
62,美食
63,职场
64,致郁
65,萌系
66,装逼
67,轻改
68,运动
69,青春
70,音乐
71,魔幻
72,腾讯出品
73,魔法
74,未知
