1,中国大陆
2,中国香港
3,中国台湾
4,韩国
5,英国
6,美国
7,法国
8,日本
9,德国
10,加拿大
11,其他
12,芬兰
13,捷克
14,爱尔兰
15,澳大利亚
16,丹麦
17,未知
